#{"t_start": 1747922318.6042864, "env_id": "None"}
r,l,t
-1.1622251,288,624.145906
0.062000237,288,624.146008
-0.1920885,288,624.14611
1.760122,288,624.146209
-1.0063049,288,624.146311
-1.4382992,288,624.146431
1.0190737,288,624.14653
1.5721946,288,624.146632
1.2271013,288,624.146737
-0.09405941,288,624.146835
0.77559966,288,624.146938
0.46703473,288,624.147039
-0.56331736,288,624.147167
0.70920193,288,624.147276
5.0894847,288,624.147387
-0.23983283,288,624.147494
-1.467499,288,624.147599
0.39825913,288,624.147704
-0.7612585,288,624.147807
3.3586807,288,624.14791
-0.9435593,288,624.148018
-0.5726517,288,624.148121
-1.1677774,288,624.148221
-0.31400034,288,624.148321
-0.49488705,288,624.148426
-0.5767934,288,624.148531
-0.39460766,288,624.148629
0.69793046,288,624.148732
0.71177864,288,624.14886
0.420972,288,624.148992
0.1600785,288,624.149101
1.978507,288,624.149209
2.3483033,288,624.149336
2.553684,288,624.149433
2.714631,288,624.149537
2.0941966,288,624.149645
2.0163016,288,624.149742
0.9239505,288,624.149842
2.5026999,288,624.149993
0.94252753,288,624.150102
1.1003547,288,624.150204
5.59032,288,624.150308
3.1045384,288,624.150432
0.041461427,288,624.150534
-0.59492284,288,624.150645
0.8559563,288,624.150744
0.30582687,288,624.150842
-0.41322288,288,624.150954
0.3539183,288,624.151056
0.14272761,288,624.151159
-0.51909596,288,624.151263
0.94550246,288,624.151363
-0.055280134,288,624.15147
-0.30103597,288,624.151576
-0.1650844,288,624.151679
0.510473,288,624.151783
-1.9493028,288,624.15189
-0.31328845,288,624.151993
-0.9052504,288,624.1521
-0.050463196,288,624.152205
0.456929,288,624.152313
-0.6482767,288,624.152434
-0.4899788,288,624.152546
1.1480795,288,624.152653
-0.07070804,288,624.152763
-0.86531544,288,624.152883
1.0709608,288,624.152991
0.28281966,288,624.153099
3.9998918,288,624.153217
0.60634273,288,624.15332
-0.39917532,288,624.15343
1.3535424,288,624.153535
0.48067054,288,624.15365
0.6364169,288,624.153753
-0.32061777,288,624.153859
-0.23977977,288,624.153971
1.5333557,288,624.154073
1.3318831,288,624.154182
0.090029016,288,624.154286
-0.36679932,288,624.154385
1.8732307,288,624.15449
0.9532583,288,624.154598
-0.39987916,288,624.154708
-0.28344855,288,624.15481
0.6497477,288,624.154912
0.02781909,288,624.15502
0.112954214,288,624.155119
-0.61798775,288,624.155225
-0.6586279,288,624.15533
0.96601135,288,624.155435
-0.31547472,288,624.155537
4.192582,288,624.155645
-0.41875502,288,624.155745
0.39788184,288,624.155846
0.980278,288,624.155955
-0.027476955,288,624.156058
0.76760805,288,624.156157
0.16599265,288,624.156279
2.30388,288,624.156385
2.823792,288,624.15649
0.8097196,288,624.156595
1.271639,288,624.156709
-0.14710416,288,624.156815
0.69312394,288,624.156915
1.2166762,288,624.157016
0.93864286,288,624.157118
0.16628581,288,624.157214
-1.296757,288,624.157317
1.1647692,288,624.157415
0.6160231,288,624.157514
0.19583455,288,624.157612
1.0303113,288,624.157703
2.3462853,288,624.157805
-0.020213243,288,624.15791
-0.44928038,288,624.158009
-0.9057967,288,624.15811
1.4900644,288,624.158203
3.0191848,288,624.158299
1.0936115,288,624.158397
0.6132762,288,624.158496
-0.17096797,288,624.158601
-0.6580968,288,624.158703
1.1447743,288,624.158887
2.0166044,288,624.158997
0.7991952,288,624.1591
0.6943242,288,624.159196
0.48914093,288,624.159294
-0.78592116,288,624.159394
-0.85934585,288,624.159521
-0.042133518,288,624.159626
-0.010102505,288,624.159727
0.42557815,288,624.159828
1.8613577,288,624.15993
-0.16069004,288,624.160031
1.5771006,288,624.160138
-0.5057035,288,624.160237
0.97303325,288,624.160342
0.5514288,288,624.160444
3.2090952,288,624.16055
-0.31524214,288,624.160655
1.71214,288,624.160752
-1.1385078,288,624.160854
0.9947594,288,624.160949
0.17456189,288,624.161052
2.051765,288,624.161155
-0.5114628,288,624.161253
0.89981425,288,624.16136
-0.724022,288,624.161458
0.44367996,288,624.161564
-1.7682511,288,624.161782
1.2828927,288,624.161888
0.11700435,288,624.161994
-0.25064352,288,624.162091
1.5382811,288,624.162186
0.9623033,288,624.162286
0.016153045,288,624.162403
-0.6730411,288,624.162513
1.5962057,288,624.162616
2.7643056,288,624.162718
-0.44818848,288,624.16282
-0.23131798,288,624.162917
1.7284901,288,624.163018
0.5401048,288,624.163121
-0.2122231,288,624.163221
0.98906827,288,624.163327
0.38206595,288,624.163426
-0.46901804,288,624.163525
-1.4436468,288,624.163626
-0.25315535,288,624.163727
1.0170704,288,624.163827
-0.65235704,288,624.163917
-0.6053788,288,624.164034
2.3529787,288,624.164138
-0.8586614,288,624.164242
-0.30820635,288,624.164361
0.65175605,288,624.164459
0.47712433,288,624.164566
-0.19940858,288,624.164674
1.1649584,288,624.164778
0.0450427,288,624.164885
2.997164,288,624.164986
0.94886416,288,624.16509
0.03654709,288,624.165193
-1.0919616,288,624.165297
-0.63401186,288,624.165398
1.7417952,288,624.165518
-1.5046566,288,624.165627
-1.4270204,288,624.165726
2.206581,288,624.165827
-0.7187288,288,624.165932
0.7998018,288,624.166034
1.0857763,288,624.166134
1.2173882,288,624.16629
0.22690256,288,624.166495
1.0282793,288,624.1666
0.25306326,288,624.1667
0.47672388,288,624.166805
-0.6122319,288,624.166907
0.296933,288,624.167015
0.2407422,288,778.673186
0.2412275,288,778.673462
0.16417354,288,778.673623
0.038413253,288,778.673752
-1.0772415,288,778.673863
0.26382318,288,778.673983
-0.17883238,288,778.674088
0.41713828,288,778.674194
-1.0276439,288,778.674297
-1.1874728,288,778.674404
-1.8218251,288,778.674508
0.29587424,288,778.67462
-1.0719651,288,778.674733
0.04728957,288,778.674838
1.4718262,288,778.674988
0.059444226,288,778.675095
-0.8211843,288,778.675197
-0.4994657,288,778.675334
