#{"t_start": 1748024787.785243, "env_id": "None"}
r,l,t
0.95585096,288,771.708497
0.22648503,288,771.708504
0.10323183,288,771.708511
-0.9304948,288,771.708518
-0.85751975,288,771.708524
-0.04432191,288,771.708531
-1.3348869,288,771.708539
0.6007389,288,771.708545
1.2297957,288,771.708552
-0.4757757,288,771.70856
0.6708446,288,771.708567
-0.60237575,288,771.708574
1.3753244,288,771.708582
1.674878,288,771.708589
-1.0278556,288,771.708596
0.45532688,288,771.708603
0.83799946,288,771.708611
-1.4029438,288,771.708617
2.6768131,288,824.173123
2.585499,288,824.173189
1.9896119,288,824.173201
-1.063846,288,824.17321
-1.3662374,288,824.173219
2.3515677,288,824.173227
-1.4235792,288,824.173234
1.1870859,288,824.173241
2.2815452,288,824.173249
-1.7554189,288,824.173255
0.27610466,288,824.173263
-0.24744083,288,824.17327
0.4506986,288,824.173286
0.028282285,288,824.173293
-0.91830397,288,824.173301
0.30985674,288,824.173309
-0.62917024,288,824.173317
-1.1912295,288,824.173324
-0.14244156,288,824.173331
-1.0144391,288,824.173339
-0.676321,288,824.173346
0.010651477,288,824.173353
-0.85499847,288,824.173361
-0.6553088,288,824.173368
0.022560284,288,824.173375
-1.7607723,288,824.173382
-1.5658622,288,824.17339
-0.6452069,288,824.173397
-0.75457066,288,824.173404
0.97756404,288,824.173411
0.7680668,288,824.173418
0.4910854,288,824.173425
-0.5446824,288,824.173432
-1.8033485,288,824.17344
-1.3600563,288,824.173446
-0.3461036,288,824.173454
0.3085218,288,824.173461
-0.6951349,288,824.173468
0.08611381,288,824.173475
-0.9430731,288,824.173483
2.1279857,288,824.173491
-1.1256038,288,824.173498
0.699405,288,824.173505
-0.6279044,288,824.173512
2.1807191,288,824.173518
1.6625477,288,824.173526
-2.007138,288,824.173532
-1.5370945,288,824.173539
-1.3811549,288,824.173546
-0.9751439,288,824.173553
0.21860853,288,824.17356
-1.5900996,288,824.173567
-1.5484477,288,824.173574
-0.9024579,288,824.173581
-0.15293238,288,824.173588
-1.1479299,288,824.173595
1.3320581,288,824.173602
0.09249234,288,824.173609
-0.31296003,288,824.173616
-1.8349296,288,824.173625
-0.9722303,288,824.173632
-0.9987956,288,824.17364
-1.0899795,288,824.173648
-1.2026136,288,824.173655
1.603282,288,875.544477
-0.46307927,288,875.544548
2.801021,288,875.544562
